datetime,open,high,low,close,volume,open_interest
2026-06-02 02:04:00,1039,1040,1038,1039,5665,1346542
2026-06-02 02:05:00,1039,1039,1038,1039,1792,1346706
2026-06-02 02:06:00,1039,1040,1038,1040,4255,1349158
2026-06-02 02:07:00,1040,1040,1039,1040,2947,1349038
2026-06-02 02:08:00,1040,1040,1039,1040,645,1349255
2026-06-02 02:09:00,1040,1040,1039,1040,830,1349256
2026-06-02 02:10:00,1040,1040,1039,1039,669,1349452
2026-06-02 02:11:00,1039,1040,1039,1040,609,1349349
2026-06-02 02:12:00,1040,1040,1039,1040,1231,1348984
2026-06-02 02:13:00,1040,1040,1039,1039,484,1348872
2026-06-02 02:14:00,1039,1040,1038,1039,4052,1348944
2026-06-02 02:30:00,1039,1040,1038,1039,4140,1347584
2026-06-02 02:31:00,1039,1040,1039,1040,936,1347963
2026-06-02 02:32:00,1040,1040,1039,1039,931,1348035
2026-06-02 02:33:00,1039,1040,1039,1039,1301,1348189
2026-06-02 02:34:00,1039,1040,1039,1039,620,1348152
2026-06-02 02:35:00,1039,1040,1039,1039,634,1348329
2026-06-02 02:36:00,1039,1040,1039,1039,936,1348426
2026-06-02 02:37:00,1039,1040,1039,1039,926,1348714
2026-06-02 02:38:00,1039,1040,1039,1040,519,1349014
2026-06-02 02:39:00,1040,1040,1039,1040,702,1349241
2026-06-02 02:40:00,1040,1040,1038,1038,3271,1349850
2026-06-02 02:41:00,1038,1039,1038,1038,725,1349967
2026-06-02 02:42:00,1038,1040,1038,1039,5544,1349535
2026-06-02 02:43:00,1039,1040,1039,1040,530,1349571
2026-06-02 02:44:00,1040,1040,1039,1040,453,1349535
2026-06-02 02:45:00,1040,1040,1038,1039,4026,1349067
